ID,領域,期,支援番号,正式名称,基本方針,大項目,中項目,小項目,本文頁,PDF頁,原典
stroke-Ⅱ期-19,脳血管疾患,Ⅱ期,19,外出や交流の機会の確保の確認と継続的な支援体制を整える,,2 セルフマネジメントへの移行,2-3 活動と参加に関わる能力の維持・向上,2-3-3 社会参加の機会の維持・拡大,162,174,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=174
stroke-Ⅱ期-20,脳血管疾患,Ⅱ期,20,新たな価値・機能の獲得の支援の確認と継続的な支援体制を整える,,2 セルフマネジメントへの移行,2-3 活動と参加に関わる能力の維持・向上,2-3-3 社会参加の機会の維持・拡大,163,175,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=175
stroke-Ⅱ期-21,脳血管疾患,Ⅱ期,21,必要な栄養量の把握、食事の支援の確認と継続的な支援体制を整える,,2 セルフマネジメントへの移行,2-4 リスク管理,2-4-1 食事と栄養の確保,164,176,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=176
stroke-Ⅱ期-22,脳血管疾患,Ⅱ期,22,転倒しにくいよう体の機能を維持するための支援の確認と継続的な支援体制を整える,,2 セルフマネジメントへの移行,2-4 リスク管理,2-4-2 転倒予防,165,177,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=177
fracture-Ⅰ期-1,大腿骨頸部骨折,Ⅰ期,1,転倒した状況や要因の継続的な把握・評価を確認する体制を整える,,1 再骨折の予防,1-1 転倒予防,1-1-1 転倒予防,167,179,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=179
fracture-Ⅰ期-2,大腿骨頸部骨折,Ⅰ期,2,自らの身体機能（反射、視聴覚等）の理解の支援と指導を受ける体制を整える,,1 再骨折の予防,1-1 転倒予防,1-1-1 転倒予防,168,180,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=180
fracture-Ⅰ期-3,大腿骨頸部骨折,Ⅰ期,3,転倒しにくくするための身体機能の向上ができる体制を整える,,1 再骨折の予防,1-1 転倒予防,1-1-1 転倒予防,169,181,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=181
fracture-Ⅰ期-4,大腿骨頸部骨折,Ⅰ期,4,服薬管理の支援,,1 再骨折の予防,1-2 骨粗しょう症の予防,1-2-1 服薬支援,170,182,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=182
fracture-Ⅰ期-5,大腿骨頸部骨折,Ⅰ期,5,継続的な受診の体制を整える,,1 再骨折の予防,1-2 骨粗しょう症の予防,1-2-2 治療の継続の支援,172,184,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=184
fracture-Ⅰ期-6,大腿骨頸部骨折,Ⅰ期,6,運動・活動の体制を整える,,1 再骨折の予防,1-2 骨粗しょう症の予防,1-2-2 治療の継続の支援,174,186,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=186
fracture-Ⅰ期-7,大腿骨頸部骨折,Ⅰ期,7,歩行機能向上のための訓練ができる体制を整える,,2 骨折前の生活機能の回復,2-1 歩行の獲得,2-1-1 歩行機能訓練,175,187,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=187
fracture-Ⅰ期-8,大腿骨頸部骨折,Ⅰ期,8,心理的な不安を小さくするリハビリテーションの継続と生活環境を整備する体制を整える,,2 骨折前の生活機能の回復,2-1 歩行の獲得,2-1-2 心理的不安の排除,176,188,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=188
fracture-Ⅰ期-9,大腿骨頸部骨折,Ⅰ期,9,ADL/IADLの定期的な把握と機能の向上ができる体制を整える,,2 骨折前の生活機能の回復,2-2 生活機能の回復,2-2-1 ADL/IADL の回復,177,189,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=189
fracture-Ⅰ期-10,大腿骨頸部骨折,Ⅰ期,10,必要な栄養量の把握と食事の支援がなされる体制を整える,,2 骨折前の生活機能の回復,2-2 生活機能の回復,2-2-2 食事と栄養の確保,178,190,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=190
fracture-Ⅰ期-11,大腿骨頸部骨折,Ⅰ期,11,日常生活（自宅内・自宅外）における役割の回復・獲得がなされる体制を整える,,2 骨折前の生活機能の回復,2-3 社会参加の回復,2-3-1 社会参加の機会の回復,179,191,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=191
fracture-Ⅰ期-12,大腿骨頸部骨折,Ⅰ期,12,外出や交流の機会が確保できる体制を整える,,2 骨折前の生活機能の回復,2-3 社会参加の回復,2-3-1 社会参加の機会の回復,180,192,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=192
fracture-Ⅱ期-1,大腿骨頸部骨折,Ⅱ期,1,転倒した状況や要因の継続的な把握・評価を確認する体制を整える,,1 再骨折の予防,1-1 転倒予防,1-1-1 転倒しないための身体機能の維持,181,193,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=193
fracture-Ⅱ期-2,大腿骨頸部骨折,Ⅱ期,2,服薬管理の支援,,1 再骨折の予防,1-2 骨粗しょう症の予防,1-2-1 服薬支援,182,194,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=194
fracture-Ⅱ期-3,大腿骨頸部骨折,Ⅱ期,3,継続的な受診の体制を整える,,1 再骨折の予防,1-2 骨粗しょう症の予防,1-2-2 治療の継続の支援,184,196,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=196
fracture-Ⅱ期-4,大腿骨頸部骨折,Ⅱ期,4,運動・活動の体制を整える,,1 再骨折の予防,1-2 骨粗しょう症の予防,1-2-2 治療の継続の支援,186,198,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=198
fracture-Ⅱ期-5,大腿骨頸部骨折,Ⅱ期,5,ADL/IADLの定期的な把握と機能の向上ができる体制を整える,,2 セルフマネジメントへの移行,2-1 介護給付サービスの終結に向けた理解の促進（自助・互助への移行）,2-1-1 ADL/IADL の確認とセルフマネジメントへの移行,187,199,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=199
fracture-Ⅱ期-6,大腿骨頸部骨折,Ⅱ期,6,必要な栄養量の把握と食事の支援がなされる体制を整える,,2 セルフマネジメントへの移行,2-1 介護給付サービスの終結に向けた理解の促進（自助・互助への移行）,2-1-2 食事と栄養のセルフマネジメントへの移行,189,201,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=201
fracture-Ⅱ期-7,大腿骨頸部骨折,Ⅱ期,7,自ら活動しやすい環境の整備（室内環境、用具等）ができる体制を整える,,2 セルフマネジメントへの移行,2-1 介護給付サービスの終結に向けた理解の促進（自助・互助への移行）,2-1-3 環境整備,190,202,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=202
fracture-Ⅱ期-8,大腿骨頸部骨折,Ⅱ期,8,日常生活における生活機能の回復と支援の終結,,2 セルフマネジメントへの移行,2-1 介護給付サービスの終結に向けた理解の促進（自助・互助への移行）,2-1-4 社会参加の機会の維持・拡大,191,203,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=203
fracture-Ⅱ期-9,大腿骨頸部骨折,Ⅱ期,9,外出や交流の機会の拡大、地域交流への参加の体制を整える,,2 セルフマネジメントへの移行,2-1 介護給付サービスの終結に向けた理解の促進（自助・互助への移行）,2-1-4 社会参加の機会の維持・拡大,192,204,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=204
heart-Ⅰ期-1,心疾患,Ⅰ期,1,疾患の理解を支援し、定期的に診察が受けられる体制を整える,,1 再入院の予防,1-1 疾患の理解と確実な服薬,1-1-1 基本的な疾患管理の支援,194,206,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=206
heart-Ⅰ期-2,心疾患,Ⅰ期,2,服薬の必要性や薬の管理を理解し、服薬が確認できる体制を整える,,1 再入院の予防,1-1 疾患の理解と確実な服薬,1-1-2 服薬支援,197,209,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=209
heart-Ⅰ期-3,心疾患,Ⅰ期,3,併存疾患（腎機能の低下にかかわる疾患、糖尿病（糖尿病性腎症）、その他の疾患など）を把握し療養を支援する体制を整える,,1 再入院の予防,1-1 疾患の理解と確実な服薬,1-1-3 併存疾患の把握と療養の支援,199,211,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=211
heart-Ⅰ期-4,心疾患,Ⅰ期,4,体重管理の重要性を理解し、継続的に日々の体重管理ができる体制を整える,,1 再入院の予防,1-2 自己管理能力の向上とリスクの管理,1-2-1 体重の管理,201,213,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=213
heart-Ⅰ期-5,心疾患,Ⅰ期,5,適切な塩分・水分摂取量が理解できる体制を整える,,1 再入院の予防,1-2 自己管理能力の向上とリスクの管理,1-2-2 塩分量・水分量のコントロール,203,215,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=215
heart-Ⅰ期-6,心疾患,Ⅰ期,6,食事からの栄養の摂取状況を把握できる体制を整える,,1 再入院の予防,1-2 自己管理能力の向上とリスクの管理,1-2-2 塩分量・水分量のコントロール,204,216,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=216
heart-Ⅰ期-7,心疾患,Ⅰ期,7,その人と生活に合った水分の摂取、排泄の状況と変化を把握できる体制を整える,,1 再入院の予防,1-2 自己管理能力の向上とリスクの管理,1-2-2 塩分量・水分量のコントロール,206,218,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=218
heart-Ⅰ期-8,心疾患,Ⅰ期,8,血圧のコントロールが継続的に実施される体制を整える,,1 再入院の予防,1-2 自己管理能力の向上とリスクの管理,1-2-3 血圧の管理,208,220,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=220
heart-Ⅰ期-9,心疾患,Ⅰ期,9,活動制限と安静の必要性を本人や家族等が理解し、その制限が守られる体制を整える,,1 再入院の予防,1-2 自己管理能力の向上とリスクの管理,1-2-4 活動制限が守られることの支援,210,222,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=222
heart-Ⅰ期-10,心疾患,Ⅰ期,10,感染症の予防の必要性の理解をうながす体制を整える,,1 再入院の予防,1-2 自己管理能力の向上とリスクの管理,1-2-5 急性増悪の予防,212,224,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=224
heart-Ⅰ期-11,心疾患,Ⅰ期,11,長時間の活動が必要な場合の注意事項の理解をうながす体制を整える,,1 再入院の予防,1-2 自己管理能力の向上とリスクの管理,1-2-6 非日常的な活動のリスクの管理,213,225,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=225
heart-Ⅰ期-12,心疾患,Ⅰ期,12,気温差の縮小（居室と廊下、浴室、洗面所、トイレなど）がなされる体制を整える,,1 再入院の予防,1-3 療養を続けるための環境・体制の整備,1-3-1 負荷のかかる環境の改善,214,226,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=226
heart-Ⅰ期-13,心疾患,Ⅰ期,13,強く負荷がかかるような動作の要因となる環境を把握する体制を整える,,1 再入院の予防,1-3 療養を続けるための環境・体制の整備,1-3-1 負荷のかかる環境の改善,216,228,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=228
heart-Ⅰ期-14,心疾患,Ⅰ期,14,本人が望む暮らしの意向の把握と活動・参加の状況を維持・改善する体制を整える,,2 生活機能の維持・向上,2-1 心疾患の状況に応じた生活・暮らし方の支援,2-1-1 活動と参加に関わる能力の維持・改善,217,229,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=229
heart-Ⅰ期-15,心疾患,Ⅰ期,15,医療的なリハビリテーションを受けることができる体制を整える,,2 生活機能の維持・向上,2-1 心疾患の状況に応じた生活・暮らし方の支援,2-1-2 リハビリテーションの実施,220,232,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=232
heart-Ⅰ期-16,心疾患,Ⅰ期,16,ADL/IADLの定期的な把握と機能の向上ができる体制を整える,,2 生活機能の維持・向上,2-1 心疾患の状況に応じた生活・暮らし方の支援,2-1-2 リハビリテーションの実施,221,233,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=233
heart-Ⅰ期-17,心疾患,Ⅰ期,17,入浴習慣や入浴環境を把握し、過度におそれることなく適切な入浴を維持できる体制を整える,,2 生活機能の維持・向上,2-1 心疾患の状況に応じた生活・暮らし方の支援,2-1-3 入浴習慣の支援,223,235,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=235
heart-Ⅰ期-18,心疾患,Ⅰ期,18,休養・睡眠を確保したうえで、睡眠時の状況の変化を把握して必要な支援につなげられる体制を整える,,2 生活機能の維持・向上,2-1 心疾患の状況に応じた生活・暮らし方の支援,2-1-4 休養・睡眠の支援,224,236,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=236
heart-Ⅰ期-19,心疾患,Ⅰ期,19,禁煙を実現できる体制を整える,,2 生活機能の維持・向上,2-1 心疾患の状況に応じた生活・暮らし方の支援,2-1-5 禁煙の実現の支援,226,238,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=238
heart-Ⅰ期-20,心疾患,Ⅰ期,20,本人や家族等が生活習慣を変えることを受けいれられるよう支援する,,2 生活機能の維持・向上,2-1 心疾患の状況に応じた生活・暮らし方の支援,2-1-6 本人や家族等への生活習慣を変えることの支援,227,239,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=239
heart-Ⅰ期-21,心疾患,Ⅰ期,21,精神的な不安を把握し、必要に応じて支援する体制を整える,,2 生活機能の維持・向上,2-2 心理的な支援,2-2-1 本人や家族等の不安の軽減,229,241,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=241
heart-Ⅱ期-1,心疾患,Ⅱ期,1,疾患の理解を支援し、定期的に診察が受けられる体制を整える,,1 再入院の予防,1-1 疾患の理解と確実な服薬,1-1-1 基本的な疾患管理の支援,230,242,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=242
heart-Ⅱ期-2,心疾患,Ⅱ期,2,服薬の必要性や薬の管理を理解し、服薬が確認できる体制を整える,,1 再入院の予防,1-1 疾患の理解と確実な服薬,1-1-2 服薬支援,233,245,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=245
heart-Ⅱ期-3,心疾患,Ⅱ期,3,併存疾患（腎機能の低下にかかわる疾患、糖尿病（糖尿病性腎症）、その他の疾患など）を把握し療養を支援する体制を整える,,1 再入院の予防,1-1 疾患の理解と確実な服薬,1-1-3 併存疾患の把握と療養の支援,235,247,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=247
heart-Ⅱ期-4,心疾患,Ⅱ期,4,体重管理の重要性を理解し、継続的に日々の体重管理ができる体制を整える,,1 再入院の予防,1-2 自己管理能力の向上とリスクの管理,1-2-1 体重の管理,237,249,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=249
heart-Ⅱ期-5,心疾患,Ⅱ期,5,適切な塩分・水分摂取量の理解をうながす体制を整える,,1 再入院の予防,1-2 自己管理能力の向上とリスクの管理,1-2-2 塩分量・水分量のコントロール,239,251,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=251
heart-Ⅱ期-6,心疾患,Ⅱ期,6,食事からの栄養の摂取状況を把握できる体制を整える,,1 再入院の予防,1-2 自己管理能力の向上とリスクの管理,1-2-2 塩分量・水分量のコントロール,240,252,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=252
heart-Ⅱ期-7,心疾患,Ⅱ期,7,その人と生活に合った水分の摂取、排泄の状況と変化を把握できる体制を整える,,1 再入院の予防,1-2 自己管理能力の向上とリスクの管理,1-2-2 塩分量・水分量のコントロール,242,254,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=254
heart-Ⅱ期-8,心疾患,Ⅱ期,8,血圧のコントロールが継続的に実施される体制を整える,,1 再入院の予防,1-2 自己管理能力の向上とリスクの管理,1-2-3 血圧の管理,244,256,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=256
heart-Ⅱ期-9,心疾患,Ⅱ期,9,活動制限と安静の必要性を本人や家族等が理解し、その制限が守られる体制を整える,,1 再入院の予防,1-2 自己管理能力の向上とリスクの管理,1-2-4 活動制限が守られることの支援,246,258,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=258
heart-Ⅱ期-10,心疾患,Ⅱ期,10,感染症の予防の必要性の理解をうながす体制を整える,,1 再入院の予防,1-2 自己管理能力の向上とリスクの管理,1-2-5 急性増悪の予防,248,260,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=260
heart-Ⅱ期-11,心疾患,Ⅱ期,11,長時間の活動が必要な場合の注意事項の理解をうながす体制を整える,,1 再入院の予防,1-2 自己管理能力の向上とリスクの管理,1-2-6 非日常的な活動のリスクの管理,249,261,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=261
heart-Ⅱ期-12,心疾患,Ⅱ期,12,気温差の縮小（居室と廊下、浴室、洗面所、トイレなど）がなされる体制を整える,,1 再入院の予防,1-3 療養を続けるための環境・体制の整備,1-3-1 負荷のかかる環境の改善,250,262,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=262
heart-Ⅱ期-13,心疾患,Ⅱ期,13,強く負荷がかかるような動作の要因となる環境を把握する体制を整える,,1 再入院の予防,1-3 療養を続けるための環境・体制の整備,1-3-1 負荷のかかる環境の改善,252,264,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=264
heart-Ⅱ期-14,心疾患,Ⅱ期,14,本人が望む暮らしの意向の把握と活動・参加の状況を維持・改善する体制を整える,,2 生活機能の維持,2-1 ステージに応じた生活・暮らし方の支援,2-1-1 活動と参加に関わる能力の維持・改善,253,265,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=265
heart-Ⅱ期-15,心疾患,Ⅱ期,15,必要なリハビリテーションとセルフケアを継続できる体制を整える,,2 生活機能の維持,2-1 ステージに応じた生活・暮らし方の支援,2-1-2 継続的なリハビリテーションの実施,256,268,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=268
heart-Ⅱ期-16,心疾患,Ⅱ期,16,入浴習慣や入浴環境を把握し、過度におそれることなく適切な入浴を維持できる体制を整える,,2 生活機能の維持,2-1 ステージに応じた生活・暮らし方の支援,2-1-3 入浴習慣の支援,258,270,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=270
heart-Ⅱ期-17,心疾患,Ⅱ期,17,休養・睡眠を確保したうえで、睡眠時の状況の変化を把握して必要な支援につなげられる体制を整える,,2 生活機能の維持,2-1 ステージに応じた生活・暮らし方の支援,2-1-4 休養・睡眠の支援,259,271,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=271
heart-Ⅱ期-18,心疾患,Ⅱ期,18,禁煙を実現できる体制を整える,,2 生活機能の維持,2-1 ステージに応じた生活・暮らし方の支援,2-1-5 禁煙の実現の支援,261,273,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=273
heart-Ⅱ期-19,心疾患,Ⅱ期,19,本人や家族等が生活習慣を変えることを受けいれられるよう支援する,,2 生活機能の維持,2-1 ステージに応じた生活・暮らし方の支援,2-1-6 本人や家族等への生活習慣を変えることの支援,262,274,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=274
heart-Ⅱ期-20,心疾患,Ⅱ期,20,精神的な不安を把握し、必要に応じて支援する体制を整える,,2 生活機能の維持,2-2 心理的な支援,2-2-1 本人や家族等の不安の軽減,264,276,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=276
heart-Ⅱ期-21,心疾患,Ⅱ期,21,末期心不全のEOLケアをどのようにするかの心構えをする支援を行う,,3 EOL 準備,3-1 EOL(エンドオブライフ)に向けた準備,3-1-1 末期心不全の EOL ケアの対応・準備の支援,266,278,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=278
dementia-共通-1,認知症,共通,1,支援の前提としての認知症と診断されるに至った経緯の把握,,0 ここまでの経緯の確認,0-1 ここまでの経緯の確認,0-1-1 認知症と診断されるに至った経緯の把握,270,282,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=282
dementia-共通-2,認知症,共通,2,支援の前提としての医療及び他の専門職の関わりの把握,,0 ここまでの経緯の確認,0-1 ここまでの経緯の確認,0-1-2 これまでの医療及び他の専門職の関わりの把握,272,284,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=284
dementia-共通-3,認知症,共通,3,本人や家族・支援者が抱く感情や想いを継続的に捉えることの支援,,1 本人及び家族・支援者の認識の理解,1-1 本人と家族・支援者の認識の理解,1-1-1 本人や家族・支援者が抱く感情と想いの理解,273,285,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=285
dementia-共通-4,認知症,共通,4,本人に対する受けとめや理解を深める支援,,1 本人及び家族・支援者の認識の理解,1-1 本人と家族・支援者の認識の理解,1-1-2 本人や家族・支援者の疾患に対する受けとめと認識,274,286,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=286
dementia-共通-5,認知症,共通,5,疾患に対する家族・支援者の受け止めや理解を深めることの支援,,1 本人及び家族・支援者の認識の理解,1-1 本人と家族・支援者の認識の理解,1-1-2 本人や家族・支援者の疾患に対する受けとめと認識,275,287,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=287
dementia-共通-6,認知症,共通,6,変化していくことを念頭に置いた認知症の総合アセスメントの実施,,1 本人及び家族・支援者の認識の理解,1-2 本人と家族・支援者を取り巻く環境の理解,1-2-1 変化していくことを念頭に置いた認知症の総合アセスメントの実施,276,288,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=288
dementia-共通-7,認知症,共通,7,本人を取り巻く人との関係性とその変化の把握,,1 本人及び家族・支援者の認識の理解,1-2 本人と家族・支援者を取り巻く環境の理解,1-2-1 変化していくことを念頭に置いた認知症の総合アセスメントの実施,278,290,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=290
dementia-共通-8,認知症,共通,8,意思決定支援の重要性への本人及び家族等の理解をうながす支援体制を整える,,2 将来の準備としての意思決定の支援,2-1 本人の意思決定能力を尊重した意思決定支援,2-1-1 意思決定支援の必要性の理解,279,291,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=291
dementia-共通-9,認知症,共通,9,意思決定支援に向けて、本人及び家族等に適切な情報が提供される支援体制を整える,,2 将来の準備としての意思決定の支援,2-1 本人の意思決定能力を尊重した意思決定支援,2-1-1 意思決定支援の必要性の理解,281,293,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=293
dementia-共通-10,認知症,共通,10,本人の意思を捉えるためのエピソード等の把握,,2 将来の準備としての意思決定の支援,2-1 本人の意思決定能力を尊重した意思決定支援,2-1-2 本人の意思を捉えるためのエピソード等の把握,282,294,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=294
dementia-共通-11,認知症,共通,11,意思決定支援体制を整える,,2 将来の準備としての意思決定の支援,2-2 意思決定支援体制の整備,2-2-1 意思決定支援体制の整備,284,296,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=296
dementia-共通-12,認知症,共通,12,かかりつけ医との連携（※必要に応じて専門医や認知症サポート医等とも連携）,,3 必要に応じた連携体制の構築,3-1 必要に応じた連携体制の構築,3-1-1 かかりつけ医や専門職等との連携,286,298,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=298
dementia-共通-13,認知症,共通,13,かかりつけ医以外の専門職等との連携,,3 必要に応じた連携体制の構築,3-1 必要に応じた連携体制の構築,3-1-1 かかりつけ医や専門職等との連携,288,300,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=300
dementia-共通-14,認知症,共通,14,サービス事業者や地域の関係する人との連携体制を整える,,3 必要に応じた連携体制の構築,3-1 必要に応じた連携体制の構築,3-1-2 その他の関係する人との連携,289,301,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=301
dementia-共通-15,認知症,共通,15,日常生活における意向の表明の支援,,4 基本的な生活の支援,4-1 日常生活における本人の意向の尊重,4-1-1 日常生活における意向の尊重,290,302,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=302
dementia-共通-16,認知症,共通,16,本人の生活のリズムの把握,,4 基本的な生活の支援,4-2 一週間の生活リズムを支えることの支援,4-2-1 一週間の生活リズムと変化を把握することの支援,291,303,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=303
dementia-共通-17,認知症,共通,17,一週間の生活リズムに沿った生活・活動を支援する体制を整える,,4 基本的な生活の支援,4-2 一週間の生活リズムを支えることの支援,4-2-2 一週間の生活リズムに沿った生活・活動を支えることの支援,292,304,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=304
dementia-共通-18,認知症,共通,18,本人がこれまでに担ってきた家庭や地域での役割と現在の状況の把握,,4 基本的な生活の支援,4-3 日常的に参加する役割を整えることの支援,4-3-1 家庭や地域での役割を担い続けるための ADL/IADL の支援,294,306,https://www.jri.co.jp/file/column/opinion/pdf/2026/0330_tekisetsunacare_r7.pdf#page=306
